,original_title,year,release_date,rating,votes_number,runtime,countries,genres,director,cast
792,san andreas,0.8974358974358978,2015-05-29,0.5569620253164556,0.08947491893675869,114,usa,action adventure drama,brad peyton,dwayne johnson carla gugino alexandra daddario ioan gruffudd archie panjabi paul giamatti hugo johnstoneburt art parkinson will yun lee kylie minogue colton haynes todd williams matt gerald alec utgoff marissa neitling morgan griffin breanne hill laurence coy fiona press dennis coard ben mcivor nick allenducat claire lovering sophia embersonbain julian shaw sofie formica hugh francis brad mcmurray john reynolds simone kessell saskia williscroft arabella morton hayley sullivan renee somerfield joey vieira benjamin blankenship barry southgate nikki green calum grant e ambriz decolosio michael asberry teirrah mcnair michael yamaguchi cynthia acosta natalie stephany aguilar ahku richard allen moises amaya annacorey sinead aphrodite leilani amour arenzana maria arnott brenton ashe ari atken jeff bagley oscar bailey jeanne bautista ryan bean david blountporter hunter stratton boland sean boncato julie brandtrichards patrick d bridges jaymes butler selena caltabiano alexander canton kaylea caulfield cabran e chamberlain stephen chang chris charteris dustin christenson jo christiaans nyawuda chuol ian coleman andrew cripps robert cure steve dassis thomas dalby carolyn dante dyendis davisjones amanda deane kyle dever sophie don robin atkin downes jill drexel caitlin duff faten elias chantal elyse vermyttya erahn steve faber lisa finnie am fong michael fowle sean edward frazer matt frazier luke frohling hayley gagner gail gamble rubi garcia douglas gawoski emily georgiou fonzie gomez asabi goodman daniel goodwin mika gorospe jessica gould karen gould katie grace emily marie grant adam green christian guiton dylan gullery stephen hall tim halpin tonia renee hammerich hayley harper jamie edward harris tom hart linda joy henry brodie henson kelly hetherington peter holt alicia hope matt hurley janell islas george ison jayson jacobsen matthew jain austin johnson stephanie johnston beau jones dawayne jordan rachel joseph christina july kim rylan kindness aj kirsch larry kitagawa andrew koponen gabriel koura victoria vann kuja stephanie kutty jason j lai yasmin langlois rick lasquete mark lavell jennifer lee kent lee anna li john lobato annie lore dominique maber steve maggs mervyn marriott robert matas malachi maynard kenyon mcmichael declan mcmurray jenaya mcmurray brooke melling heidi michaelis harris michaels linda millar mahal montoya marc moon rachael s morgan ed moy jesse muick todd myers teresa navarro darlene nesson steven jon nichols debra nortonmiller neil oneill tom oreilly tressa ohler david ojakian joseph oliveira kai pantano joseph payne jemmah peacock samuel peacock wendy peard brook edward penca oliver pfeiffer tony pham allan poppleton alan d purwin james rand andy randhawa shannon rebekah martin reyes rick richardson sandra dee richardson shauna richardson isabella rositano aerin ross vanessa ross tish samuel carmel savage david l schormann benito m selim molly shaiken gretel sharp george siambis mikkel simons lyndsay sinclair sarah skotvold cynthia naylor smyth derek stefan michael t stewart thomas w stewart demond stone james storer mike stowe laila thaker joel thomas jordan thwaites katy tiemann rafael torrijos ken venzke etienne vick erick vinther jason virgil vanessa vittorio paul wachter andrea walker phillip e walker frank wang ken watanabe aaron m watson emma webster ran wei james d weston ii nikita weston mike whitaker steven wiig korey williams tim k williams tiahni wilton christopher j woods jerry wu bobby ysip petar zabic yvonne zarathustra zaydahlee travis s zeiler cindy zelaya
9415,lightning jack,0.3589743589743577,1994-03-11 00:00:00,0.49367088607594933,0.00026139574987435596,98,english,comedy western,simon wincer,paul hogan cuba gooding jr beverly dangelo kamala lopez pat hingle lq jones richard riehle frank mcrae roger daltrey max cullen sandy ward roy brocksmith douglas stewart kevin omorrison mark miles clif stokes bob sorenson ramond oconnor robert guajardo tom noga ed adams bruce miles grace keagy jess franks kenny jacobs ben cooper sanford gibbons ben zeller larry sellers patrick n augare michael c wells paul blott luce rains gus mercurio mark coffey etienne fourie karen austin randall berger axle gunn ronald lacaria tanit lee lascelles
2161,beastly,0.7948717948717956,2011-03-04,0.5063291139240506,0.031783090421773325,86,usa,drama fantasy romance,daniel barnz,alex pettyfer justin bradley marykate olsen dakota johnson erik knudsen vanessa hudgens karl graboshas peter krause lisagay hamilton jonathan dubsky david francis neil patrick harris rhiannon mollertrotter steve godin gio perez roc lafortune miguel mendoza julie dretzin mia doran cristina franco marc gourdeau nikki haggart lydia moore devin mroz
7700,what planet are you from,0.512820512820511,2000-03-03,0.5063291139240506,0.001558971774430512,105,english,comedy scifi,mike nichols,garry shandling annette bening john goodman greg kinnear ben kingsley judy greer danny zorn harmony smith richard jenkins linda fiorentino caroline aaron nora dunn cricky long camryn manheim ann cusack jane lynch richard minchenberg drinda lalumia jc mackenzie willie garson marjorie lovett bil dwyer cathy ladman alexander lyras anastasia sakelaris jane morris michael dempsey stacey travis walter addison brian markinson octavia spencer ana mercedes samantha smith tom dahlgren tammy tavares wade williams phill lewis minerva garcía jack sydow rick hoffman tom dorfmeister neil a machlis mitchell greenberg mike gottfried jerry punch erik adams michael jason allen rick avery tori bridges greg bronson linda cushma tasha dixon david c fisher janeane garofalo robert f glass phil hawn bob huff elaine huff nadine jackson leah jediny larry justice carl kocis george michael kostuch mário lara apryl lauren cazimir milostan gunner omoore daren palacio jose rosete cheryl schmidt edward schofield uwe schwarzwalder juliet rose serrato sarah silverman tiffany taylor brian tee glenn troncali gene wolande jason wozny
5063,fire in the sky,0.3333333333333357,1993-03-12,0.6329113924050631,0.006617637725236395,109,english,biography drama fantasy,robert lieberman,db sweeney robert patrick craig sheffer peter berg henry thomas bradley gregg noble willingham kathleen wilhoite james garner georgia emelin scott macdonald wayne grace kenneth white robert covarrubias bruce wright robert biheller tom mcgranahan sr julie ariola peter vasquez gordon scott mical shannon lewis courtney esler holly hoffman marcia maclaine glen lee vernon barkhurst jerry basham teresa fox travis walton susan castillo jane ferguson nancy neifert charley lang lynn marie sager mari padron john breedlove frank chavez louis a lotorto ronald lee marriott shinichi mine scott m seekins eric wilsey dana walton natasha henry
1446,wild,0.8717948717948758,2014-12-19,0.6962025316455694,0.04989743977907357,115,usa,biography drama,jeanmarc vallée,reese witherspoon laura dern thomas sadoski keene mcrae michiel huisman w earl brown gaby hoffmann kevin rankin brian van holt cliff de young mo mcrae will cuddy leigh parker nick eversman ray buckley randy schulman cathryn de prume kurt conroyd ted dechatelet jeffree newman lorraine bahr jerry carlton kevin michael moore debra pralle gray eubank anne sorce charles baker jd evermore beth hall jan hoag carlee mcmanus art alexakis anne gee byrd evan otoole jeanine jackson jason newell barry oneil rich morris bobbi strayed lindstrom robert alan barnett william nelson tony doupe dan considine andrew saunderson greg james orianna milne brian borcherdt eric d johnson matt pascua edric carter john dickerson jr denise mcsweeney alina gatti henry shotwell cheryl strayed zackry ayres joseph thomas bailey sara bailey brett barron vincent m biscione richard g boron cody burns miles cardin william will daubert matthew joel flood elizabeth fournier bekah grace dylan hall simos kalivas brent kublick dylan wayne lawrence jacob looper jamie mccall edwin modlin ii blaine palmer elizabeth pennington ted rooney trip ross eric sahlstrom peter simpson wayne sweat robert zorn
2514,superhero movie,0.7179487179487154,2008-03-28,0.36708860759493667,0.025802957439036257,75,usa,action comedy,craig mazin,drake bell sara paxton christopher mcdonald leslie nielsen kevin hart marion ross ryan hansen keith david brent spiner robert joy jeffrey tambor robert hays nicole sullivan sam cohen tracy morgan regina hall marisa lauren craig bierko richard tillman simon rex dan castellaneta atom gorelick alison woods eric artell sean simms pamela anderson miles fisher brian carpenter vincent larusso michael papajohn anna osceola rod mclachlan john getz charlene tilton jenica bergere byrne offutt vic polizos daryl j johnson kent shocknek amanda carlin clay greenbush kurt fuller seth mccook craig mazin jonathan chase kourtney kaas karlton johnson charles woods gray wendy l walsh ian patrick williams elisabeth noone aki aleong howard mungo david mcknight freddie pierce steve monroe jeremiah hu matt champagne susan breslau nick kiriazis aubrie lemon ajay mehta cameron ali sims lil kim jordan rubin shanna beauchamp james j burke kristen endow timothy farmer joe forbes hollis hill whitney ann jenkins james lew alan mueting steven jay porus gene richards marque richardson thomas rosales jr jeffry tamara manu toigo julie van
645,battleship,0.8205128205128247,2012-05-18,0.5316455696202531,0.10401435231915857,131,usa,action adventure scifi,peter berg,taylor kitsch alexander skarsgård rihanna brooklyn decker tadanobu asano hamish linklater liam neeson peter macnicol john tui jesse plemons gregory d gadson jerry ferrara adam godley rico mcclinton joji yoshida louis lombardi norman vincent mclafferty stephen bishop dante jimenez daven arce ralph richardson biunca love michael sherman austin naulty patricia brown gregory harvey sebastian james andrew serpas damien seanard parker carson aune doug penty josh pence jason henderson brint terrell brad faucheux dustin j reno john schmotzer peter berg jonathon groves lloyd pitts ryan tinio allie sillah johnny santiago kiley margeson jeffrey johns esther solomon kevin garlington anthony czumalowski james hadde pat lancaster jordan kirkwood jane dubiel john a weaver mark j lindquist phil neilson dane justman dustin watchman drew rausch ryland reamy donald willcutt eli miranda josh demuth thomas grieser christopher darling tyrone gregg brian c hirono yutaka takeuchi nobuharu harada masaomi uchida kyle ken shimabukuro masashi takekawa hyoe joe takahashi rick hoffman stephen baldini bill stinchcomb bruce mandell gary grubbs david jensen mike meldman hunter meldman george arine bill mcmullen joe chrest benjamin lloyd billy slaughter griff furst terri battee angelo denova colby parker jr geoff clayton david kors christopher mcgahan kerry cahill liz wicker michelle arthur natalia castellanos dan cooke leni ito jay jackson jackie johnson frank j doyle robin atkin downes zach selwyn leonard rogers citizen cope evan bernard cora yamagata frank cassavetes thomas mccurdy robert hotalen rami malek ray mabus marissa nordhelm ronald chavez legrand strickland michael vernon jason wilken james ward philip trifilo william powers don dailey bill carr dennis m keating garrett lynch wallace mackensen william long edward drew john e culkin hiram l fong larry wegger dallas kane hewitt adam sibley james rish george ohanlon jr wesley phelps marcus lyle brown kyle clements kevin p kearns john bell conor mccarry dylan gillooly gerardo celasco justin accardo rachel acuna teresa alvarez luing andrews joshua aucoin fileena bahris joanne bahris tyler baker tim blanchard raj k bose curtis bush tom cain edward j clare davo coria emmanuel dejesus kamakani de dely alex demarco paul edney joanna ellenbeck kerryann ellington kasey emas taishi fujiwara gregory allen gabroy jaq galliano mickey graue paul gunawan christopher lee herod dakota hill sean douglas hoban kaitlin hoychick bliss kelley kennon kepper james koons anthony a kung greg liem wes martinez lana mclellan ed moy arlene newmanvan asperen barack obama adam j reeb jane runnalls rhonda schaubert ben skorstad annie smith barbara l southern andrew j spinks kristen stephensonpino kelly r thomas joseph wilson michael wozniak elvin yoshida
8216,mortal thoughts,0.2820512820512846,1991-04-19,0.5189873417721519,0.0010940070322978898,103,usa,mystery thriller,alan rudolph,demi moore glenne headly bruce willis john pankow harvey keitel billie neal frank vincent karen shallo crystal field marianne leone marc baron doris mccarthy christopher scotellaro ron j amodea leonid merzon kelly cinnante christopher peacock bruce smolanoff elain r graham thomas quinn brandon messemer richard messemer larry attile roger shamas star jasper lindsay rodio julie garfield edward chip rogers david willis sr james pecora elaine eldridge kimberly comprix anna marie wieder john descano john d bair trent walker
9585,witless protection,0.7179487179487154,2008-02-22,0.21518987341772144,0.00017112959164436274,97,usa,comedy crime,charles robert carner,larry the cable guy richard bull j david moeller will clinger omar dykes reno collier jenny mccarthy yaphet kotto ivana milicevic dan waller rick lefevour joseph luis caballero sean bridgers gerry bednob claudia michelle wallace emir yonzon gary tippett jesse dabson peter stormare jessica grace orr kurt naebig eric roberts michael carner joe mantegna gail rastorfer lynnette gaza bethany benz tommy bartlett patrick boylan steve christopher marsha clark kristen cubbage cyn dulay kyle hillman tara ketterer tim krueger joseph lazicki angelina lyubomirova barbara elizabeth maleski brittany mason greg mcaleer abi mckenzie james pusztay henry sandifer gary sedlock amit shah john stacho chauncey taylor charles e tiedje giota trakas lisa wolf
1724,the ballad of buster scruggs,0.974358974358978,2018-11-09,0.721518987341772,0.04162210166884261,133,english,comedy drama musical,ethan coen,tim blake nelson willie watson clancy brown danny mccarthy david krumholtz thomas wingate tim dezarn ee bell alejandro patiño tom proctor clinton roberts matthew willig jesse youngblood jj dashnaw james franco stephen root ralph ineson mike watson brian brown ryan brown richard bucher jesse luken michael cullen austin rising james scotty augare liam neeson harry melling jiji hise paul rae tom waits sam dillon bill heck zoe kazan grainger hines jefferson mays prudence wright holmes eric petersen doris hargrave jackamoe buzzell ethan dubin jordy laucomer thea lux bret hughson rod rondeaux raymond kurshals jonjo oneill brendan gleeson saul rubinek tyne daly chelcie ross aesop aquarian charles ash katy bodenhamer stephen r estler bill foster alex halpern david hight james laprelle shawn lecrone grace lesueur billy lockwood nick a meyers martin palmer vasilios papadamakis christian pedersen skyler pinkerton michael neal powell diego romero j nathan simmons michael e stogner karen teliha david white
781,daredevil,0.5897435897435912,2003-02-14,0.4683544303797468,0.09097183272740607,103,usa,action crime,mark steven johnson,ben affleck jennifer garner colin farrell michael clarke duncan jon favreau scott terra ellen pompeo joe pantoliano leland orser lennie loftin erick avari derrick oconnor paul benvictor david keith frankie j allison joe j garcia john rothman jim fitzgerald casey mccarthy louis bernstein josie divincenzo jorge noa levett m washington alberto gutierrez lakeith s evans stefanos miltsakakis pat crawford brown carrie geiben luke strode bruce mibach david doty ron mathews kevin smith daniel b wing jeff padilla dan brinkle jack reiss stan lee sonya didenko greg christopher smith christopher prescott ari randall john s bakas greg collins robert iler chad tucker jamie mahoney jorn h winther frank miller coolio dina rosenmeier jude ciccolella gregg marc miller roy lee jones kevin spirtas vivian palermo winther edward j krall bernard williams collin grant christian boeving david burrows carlo corazon michael duisenberg halley eveland claudine farrell andré gordon douglas haase kane hodder ted hollis tom howard suzie johnson boyd kelly tina lorraine mark margolis rebecca michael hector morales kelly nish brian m olson kevin porter paul proios tanoai reed thierry segall jimmy star sandra teles nancy wetzel patrick williams
8542,palmetto,0.4615384615384599,1998-02-20 00:00:00,0.5696202531645568,0.0008377827810721267,114,germany usa,crime drama mystery,volker schlöndorff,woody harrelson elisabeth shue gina gershon rolf hoppe michael rapaport chloë sevigny tom wright marc macaulay joe hickey ralph wilcox peter paul deleo mal jones salvador levy richard booker mikki scanlon bill larson tim w terry jim janey brett rice vince cecere don bright ernie garrett karin j ivester marcus thomas douglas mann jim r coleman victoria tan stephen mcgruder annabelle weenick wil kilmer ginger king cory blevins duncan chamberlain peggy sheffield karen e fraction gary lowe kenneth l bright jay ridings graig himes james gaunt jeff blazy gail borges ryan paul james james martin kelly laird stuart
1054,alexander,0.6153846153846132,2004-11-24,0.5063291139240506,0.07060741132172692,175,usa uk germany netherlands france italy morocco thailand,action biography drama,oliver stone,anthony hopkins david bedella jessie kamm angelina jolie val kilmer fiona oshaughnessy connor paolo patrick carroll brian blessed peter williamson morgan christopher ferris rob earley aleczander gordon christopher plummer gary stretch john kavanagh nick dunning marie meyer mick lally colin farrell jared leto elliot cowan joseph morgan ian beattie jonathan rhys meyers denis conway neil jackson garrett lombard chris aberdein rory mccann michael dixon tim pigottsmith raz degan erol sander stéphane ferrara tadhg murphy jean le duc francisco bosch annelise hesme tsouli mohammed toby kebbell laird macintosh rosario dawson rab affleck féodor atkine harry kent sam green bin bunluerit jaran ngamdee brian mcgrath suzanne bullock kate eloise whitfield gillian grueber michelle lukes anjali mehra anthony jean marie kurt marta barahona monica zamora benny maslov tania matos leighton morrison isaac mullins monica perego matthew powell adil akram benjamín benítez anthony james berowne nicolas d blake max bollinger jason croot fahar faizaan charles haigh abbie hirst charlie hollway rowley irlam joey jeetun david leon evelina manna desmond oneill greg orvis lee anthony parnell genevieve redmond john reynolds peter rnic oliver stone john whitby
4251,no se aceptan devoluciones,0.8461538461538467,2013-09-06,0.7468354430379746,0.010229694463158478,115,mexico,comedy drama,eugenio derbez,andrés vázquez hugo stiglitz eugenio derbez leia freitas ángela moreno gilda gentile nancy taira jessica lindsey sammy pérez arcelia ramírez agustín bernal gregg lucas roger cudney migael penix daniel raymont alenka rios camila gallegos matilda gallegos loreto peralta jeannine derbez danny lopez eduardo gleason javier de la vega jake koenig karla souza margarita wynne melissa temme laura krystine francisco avendaño pamela reiter nicolás del campo michelle marie benoit alejandra bogue katia kossiak franklin ruehl alessandra rosaldo ari brickman roland farmer jb turner jan esparza sebastian mitre julian sedgwick arap bethke jesús ochoa magda b de kneip ivan salazar rosa gloria chagoyán ricardo mestre rodrigo massa
4704,crocodile dundee in los angeles,0.5384615384615401,2001-04-20,0.40506329113924044,0.007965048191315362,92,english,adventure comedy crime,simon wincer,paul hogan linda kozlowski jere burns jonathan banks alec wilson gerry skilton steve rackman serge cockburn aida turturro paul rodriguez kaitlin hopkins david clendenning duke bannister betty bobbitt karen crone angela campbell tiriel mora david ngoombujarra patrick dargan matt winston morgan oneill clare carey brian turk vladimir mccrary david bickford rhonda aldrich kevin larosa daryl keith roach joe michael burke jim davidson hal fishman marta waller angelo perez gerry del sol harvey shain keli daniels lenny citrano cara michelle meschter matthew kimbrough grant piro david baldwin gabriella di labio alex kuzelicki shanyn asmar john billingsley jay acovone gregg donovan chad s taylor buddy daniels friedman mark kowalewycz ty hungerford david franklin van markell gregory wheeler steven grives alan zitner carey embry mark adairrios rick gonzalez kenneth ransom nicholas hammond slim degrey peter kent ray anthony darko tuscan ric anderson keir beck ron vreeken nick mckinless nick lawson mike tyson george hamilton beth aylward louise boothby erick carrillo leo castro ozzie devrish ernie dingo april fitzsimmons elke jeinsen michael andrew colin keller corinne laurance ronnie marmo joe reith
9774,211,0.974358974358978,2018-06-08,0.3417721518987341,6.0177438819995765e-05,86,english,action crime drama,york alec shackleton,nicolas cage sophie skelton michael rainey jr dwayne cameron weston cage coppola cory hardrict ori pfeffer mark basnight amanda cerny michael bellisario raymond steers derek horse fedi bashur nick donadio sean james aleksander asparuhov petar mitev aaron cohen jason francis alexandra dinu sapir azulay andy keelaghan velizar binev jamieson urquhart shari watson stowe blankenship michael j renda jonathan yunger manal elfeitury eric ali bleona owen davis jr esposito keith d evans mackenzie evans brenda galazmagyar liza mircheva stan noir rachel omeara atanas srebrev pavel vladimirov vitaly zdorovetskiy
4766,immortal beloved,0.3589743589743577,1995-01-27,0.7468354430379746,0.007708353803848818,121,english hungarian,biography drama music,bernard rose,gary oldman jeroen krabbé isabella rossellini johanna ter steege marco hofschneider miriam margolyes barry humphries valeria golino gerard horan christopher fulford alexandra pigg luigi diberti michael culkin donal gibson matthew north geno lechner claudia solti rory edwards hannes flaschberger leo faulkner fintan mckeown everton nelson sandra voe bernard rose jindra petráková marek vasut hugo kaminský stanislav behal arnostka mohelská stepan hlatky gordon lovitt anna kolinska ruby rose johan kolinsky josef kolínský jan kuzelka barbora srncová bruce davey jan censký tomás hanák stanislav hybler ladislav kazda jirí patocka petr pospíchal pavel vondruska
