,original_title,year,release_date,rating,votes_number,runtime,countries,genres,director,cast
4232,an unfinished life,0.6410256410256423,2005-09-16,0.6835443037974682,0.010371675607874404,108,germany usa,drama family romance,lasse hallström,robert redford jennifer lopez morgan freeman josh lucas damian lewis camryn manheim becca gardner lynda boyd rob hayter p lynn johnson byron lucas trevor moss r nelson brown dillard brinson jason diablo sean j dory bryan korenberg bonnie barton danielle dunnmorris sandra polson dale kipling jill teed jayne dancose ken camrouxtaylor bart the bear natasha wynnyk kerry wynnyk
1481,searching,0.974358974358978,2018-08-31,0.7721518987341771,0.048612087296777726,102,russia usa,drama mystery thriller,aneesh chaganty,john cho sara sohn alex jayne go megan liu kya dawn lau michelle la joseph lee dominic hoffman sylvia minassian melissa disney connor mcraith colin woodell debra messing joseph john schirle ashley edner courtney lauren cummings kenneth mosley ben j pierce briana mclean reed buck franchesca maia thomas barbusca erica jenkins julie nathanson bryce branagan katie rowe roy abramsohn kristin herold rasha goel johnno wilson erin henriques gage biltoft steven michael eich sean obryan lasaundra gibson ric sarabia john macey betsy foldes benjamin j cain jr brad abrell michelle sparks gabriel d angell rene michelle aranda harvey b jackson anthony richard pagliaro
4855,the importance of being earnest,0.5641025641025621,2002-06-21,0.6582278481012657,0.007364684211837748,97,uk usa,comedy drama romance,oliver parker,rupert everett colin firth frances oconnor reese witherspoon judi dench tom wilkinson anna massey edward fox patrick godfrey charles kay cyril shaps marsha fitzalan finty williams guy bensley christina robert kiera chaplin alexandra kobi suzie boyle kate coyne bernadette iglich polli redston elaine tylerhall gillian winn holly collins kit dickinson suzanne thomas charlie mole darrell kok judd procter martin knowles greg bennett sacha bennett ray donn sonja morgenstern louise rhian poole
9086,ulees gold,0.4358974358974379,1997-07-18,0.6835443037974682,0.00045180092739074843,113,english,drama,victor nunez,peter fonda patricia richardson christine dunford tom wood jessica biel vanessa zima steven flynn dewey weber j kenneth campbell traber burns ryan marshall chad fish will sexton dale c marshall james t whitehurst charles branner jim flanagan
618,dark shadows,0.8205128205128247,2012-05-11,0.5822784810126581,0.10677593259750744,113,usa australia uk,comedy fantasy horror,tim burton,johnny depp michelle pfeiffer helena bonham carter eva green jackie earle haley jonny lee miller bella heathcote chloë grace moretz gulliver mcgrath ray shirley christopher lee alice cooper ivan kaye susanna cappellaro josephine butler william hope shane rimmer michael shannon harry taylor glen mexted guy flanagan nigel whitmey philip bulcock sophie kennedy clark hannah murray victoria bewick sean mahon alexia osborne richard hollis felicity brangan michael anthony brown charlotte spencer gabriel freilich justin tracy thomas grube jeff mash raffey cassidy jonathan frid kathryn leigh scott lara parker david selby janine craig adelle young dominika van santen josephine mcgrail victoria jane appleton lasco atkins gintare beinoraviciute greg bennett ashley bernard kenneth w caravan duncan casey james cooper edward coupland andrew crayford vincent curson smith leigh daniels jel djelal romain faure marco flammer javier fontana jake francis shonn gregory daniel harland lee nicholas harris frank hellebrand chris martin hill tony hunter josh jefferies jorge leon martinez david lyddon ian mann oliver mayo matthew david mccarthy thomas mcdonell ryan mcphail duncan meadows dave melmoth dale mercer alex moore stuart mulcaster benjayx murphy marcus ramtohul valery richardson steve saunders ellie spicer phillip taggart nick thomaswebster matt tyzack charlie woodford
739,robocop,0.8717948717948758,2014-02-12,0.5822784810126581,0.09492661878485767,117,usa,action crime scifi,josé padilha,joel kinnaman gary oldman michael keaton abbie cornish jackie earle haley michael kenneth williams jennifer ehle jay baruchel marianne jeanbaptiste samuel l jackson aimee garcia douglas urbanski john paul ruttan patrick garrow kc collins daniel kash zach grenier maura grierson stewart arnott matt cooke steve cumyn noorin gulamgaus marjan neshat sam motazedi khaliya hosein savana hosein philip akin paul haywood adrian griffin rick hughes raffi altounian melanie scrofano kelvin wheeler alex mallari jr dwayne mclean tattiawna jones wayne downer robert thomas jordan johnsonhinds ian peters ricardo betancourt evan stern ishan morris ambrose wong mark mckay aurora browne rory oshea shondra kayd stacey unsworth jeana lowes kanu giddings tamara almeida shane invervary paul sunhyung lee thomas mitchell ian butcher rocky anderson dalias blake barry nerling dean redman demord dann darcy hinds sean francis steve wright kirby morrow david harcourt kevin hare carlyn burchell markus parilo jessica booker joe merritt raiden eastman aaliyah cinello meghan hoople prince massey emeka agada mark baldesarra jason bigio sharon canovas tommy chang jimmy chimarios jourdan chow raven cinello brian cranstone hooman esmailzadeh tazito garcia wbbrown ii shane clinton jarvis kevin kirkham veronika paz stephen quammie guy quango diezel ramos jon rhys rebecca rodley matthew sauvé azra valani mark van woert joe vercillo joshua william james peter yan matt yantha
5215,the yards,0.512820512820511,2000-10-27,0.6075949367088607,0.006147031348214398,115,usa,crime drama romance,james gray,mark wahlberg joaquin phoenix charlize theron james caan ellen burstyn faye dunaway steve lawrence andy davoli tony musante victor argo tomas milian robert montano victor arnold chad aaron louis guss domenick lombardozzi joe lisi david zayas joseph ragno teresa yenque jose soto john tormey teddy coluca jack oconnell dan grimaldi garry pastore ron brice gene canfield keith hernandez allan houston andi shrem joe dimare barry wetcher oscar a colon jace kent brandon danziger doug barron floyd resnick chris edwards ray seiden annika pergament maximiliano hernández kip evans john elsen douglas crosby scott nicholson kim merritt erin walls tyree michael simpson peter vallone irwin gray denise traficanti roma torre lewis dodley ernie anastos harriet grodner lisa chang michael armand dematteo anthony gaudioso steve nuke lisa pickell bernie rachelle rocco marc romeo amy russ doug sakmann andy signore
5096,billy lynns long halftime walk,0.9230769230769269,2016-11-18,0.5822784810126581,0.006533953474377339,113,uk china usa,action drama thriller,ang lee,joe alwyn garrett hedlund arturo castro mason lee astro beau knapp ismael cruz cordova barney harris vin diesel steve martin chris tucker kristen stewart makenzie leigh ben platt bruce mckinnon deirdre lovejoy laura lundy allen daniel randy gonzalez tim blake nelson tommy mcnulty markina brown eric kan dana barrett richard sherman jj watt christopher matthew cook lee mclamb currin mclamb austin mclamb matthew barnes kristin erickson brad mills genevieve adams david ramsey matthew brady holly a morris alan gilmer andy glen bo mitchell brandin jenkins chesta drake cooper andrews katie deal tatom pender katrina pettiford erin moore elizabeth chestang kellie pickler marc inniss fajer alkaisi khalid sadiki mbarek ben amr mohammed ettaghlaoui moustapha el airiji ayoub bnini ayoub smaili ismaili alaoui souad chaoui antonio badrani badia obaid abdellah sadiki abderahmane naji leila kadiri mansour badri azim rizk jay peterson jay d kacho zaydun khalaf gregory alan williams diana moon alfaro cammy aller phil armijo stevie baggs jr paul barlow jr bill barrett alexandra bartee ashley lyn blair brooke borba claire bronson bricine brown david brut amanda burke buczek jordanne calvin lucie carroll todd chapman chris cherry chuck clark alex coker jameson jamey copeland xavier cortes erin dangler patrick darcey haleykate daykin deena dill francis dobrisky eric dodson sydney durso angela everhart gregory fears deron ford courtland fuller shawron gaffney fred galle jeff glover marion guyot jas hardy deadrian harmon jon hartley walter hendrix iii danni heverin dennis hill geoffrey howard billy james rachel jeanette dale anthony jennings racquel bianca john matthew jolly brian kim alex kramer avery laraki roy larsen marcus lewis john lobato adrian lockett shannon long luke loveless john archer lundgren zamadia lyles shaun michael lynch eric maldonado asia diamond mason ronny mathew trey mcgriff jock mckissic dana clark mcpherson scott mcqueen matt mercurio gary miller michael montgomery richard morava ricky muse james nass brian neal tommy obrien sherod ogletree rw parka mason pike gretchen pleshaw george pringle letecia reeder moneca s reid shuntel renay kristin mckenzie rice chan ta rivers gabriel grod rodriguez giovanni rodriguez joel rogers marlene b russell chris sepulveda kourtney shales bill stewart garrett strobl calvin swanigan jack teague don teems corey jason thomas creighton thomas tad thompson sarai tinck kenneth tipton jordan verroi ruben vidal steve warren wes weems christina michelle williams erick wofford justin wright lisa wu brian wyatt jesse yarborough jonathan yaskoff
4969,the last mimzy,0.6923076923076934,2007-03-23,0.5822784810126581,0.006907711785798407,90,english spanish,drama family scifi,robert shaye,chris oneil rhiannon leigh wryn joely richardson timothy hutton rainn wilson kathryn hahn michael clarke duncan kirsten alter irene snow marc musso nicole muñoz scott e miller megan mckinnon randi lynne tom heaton john burnside sam polin phillip brooks daniel bacon carlo fanella paul jarrett jerry wasserman camyar chai fred keating dagmar midcap john shaw patrick gilmore chad cole kaaren de zilva david joshi bruce harwood kathleen duborg hiro kanagawa brian greene curtis caravaggio mackenzie hamilton calum worthy elias calogeros caleb kemble joanna coons grace walker evan leeson eliana macfarlane sophia wik amanda wik elora penner sawyer nicholson tamatea westby julia arkos erica jones
2547,le pacte des loups,0.5384615384615401,2002-02-01,0.6835443037974682,0.025349275966682384,142,france,action adventure drama,christophe gans,samuel le bihan mark dacascos jérémie renier vincent cassel émilie dequenne jacques perrin christian marc karin kriström philippe nahon virginie darmon vincent cespedes hans meyer jeanpaul farré pierre lavit eric prat bernard farcy edith scob michel puterflam jean yanne jeanloup wolff jeanfrançois stévenin nicolas vaude max delor christian adam jeanpierre jackson nicky naudé daniel herroin gaëlle cohen virginie arnaud charles maquignon frankie pain isabelle le nouvel albane fioretti monica bellucci clarice plasteig dit caffou delphine hivernet juliette lamboley gaspard ulliel pierre castagne stéphane pioffet eric laffitte johan leysen eric delcourt andré penvern bernard fresson christelle droy andres fuentes nadine marcovici jeanclaude braquet david bogino emanuel booz françois hadjilazaro pascal laugier olivier colatparros
4026,beautiful girls,0.4102564102564088,1996-02-09,0.6962025316455694,0.01152586007899229,112,usa,comedy drama romance,ted demme,matt dillon noah emmerich annabeth gish lauren holly timothy hutton rosie odonnell max perlich martha plimpton natalie portman michael rapaport mira sorvino uma thurman pruitt taylor vince anne bobby richard bright sam robards david arquette adam lefevre john carroll lynch sarah katz camille dambrose martin ruben tom gibis allison levine earl r burt greg dulli trent nicholas thompson nicole ranallo joyce lacey matthew nathan castens anne w erickson oliver osterberg sterling robson edward kaspszak john scurti herbie ade ben gooding frank anello lucky the saint bernard happy chichester tammara melloy lori j ness rachel oliva tomas settell
8908,rebel in the rye,0.9487179487179489,2017-09-15,0.6329113924050631,0.0005712155325491774,106,usa,biography drama romance,danny strong,nicholas hoult kevin spacey victor garber hope davis zoey deutch lucy boynton brian darcy james eric bogosian bernard white jefferson mays will rogers sarah paulson james urbaniak keenan jolliff caitlin mehner francesca rootdodson celeste arias anna bullard tim dougherty kevin mambo naian gonzález norvind dana drori amy rutberg alyssa may gold devin harjes david berman jadyn tattoli andrew polk jimmy smagula jenny ashman karen walsh rullman evan hall ron fassler kit flanagan adam busch kristine froseth bernie mcinerney john carrafa nancy braun lainey silver gaby cook nathan bugh con osheacreal bobby white nikolaos argyros roger brenner blanca camacho chris ecclestone austen eisenberg neil fleischer matt gorsky sydney hargrove kelsey rose healey john knyff alana kyriak kellan mccann doris mccarthy jalina mercado michael metta christopher moser kate rodman matthew rosvanis connor russell janet stanwood braven stone david strauss luke young frankie zing
6303,ready to rumble,0.512820512820511,2000-04-07,0.4810126582278481,0.0035250815333775576,107,usa,comedy sport,brian robbins,david arquette oliver platt scott caan bill goldberg rose mcgowan dallas page richard lineback chris owen steve borden joe pantoliano martin landau caroline rhea tait smith ellen albertini dow kathleen freeman lewis arquette ahmet zappa chad carr darby c wilson joey deters max daniels john ennis jill ritchie melanie paxson catherine paolone wendy jean wilkins ric mancini brucerobert serafin greg collins david ursin earl houston bullock maryedith burrell anne christianson jody hahn marne dupere floyd levine pete blincoe richard karron alex skuby tim sitarz anthony t pennello jeff podgurski adam tomei jason s kassin philip pavel julia schultz rosalie vega taylor bernard bam bam bigelow stephanie bellars eduardo hernández mark hildreth curt hennig mike hayner glenn gilbertti peter gruner charles ashenoff rey mysterio perry saturn randy savage booker huffman sid eudy chae an teri byrne melissa bellin sharmell sullivanhuffman vanessa sanchez gene okerlund tony schiavone mike tenay michael buffer charles robinson bill daley james artaius a david burleigh john cena phil hawn chris kanyon paul mcmichael orleans miranda michael modest chris rydo mt smith tristan thomas christi wolf
797,white house down,0.8461538461538467,2013-06-28,0.6075949367088607,0.08871329822669312,131,usa,action drama thriller,roland emmerich,channing tatum jamie foxx maggie gyllenhaal jason clarke richard jenkins joey king james woods nicolas wright jimmi simpson michael murphy rachelle lefevre lance reddick matt craven jake weber peter jacobson barbara williams kevin rankin garcelle beauvais falk hentschel romano orzari jackie geary andrew simms cat lemieux vincent leclerc andreas apergis victor cornfoot anatoly zinoviev lee villeneuve patrick sabongui anthony lemke kyle gatehouse yardly kavanagh andrew shaver rhys williams kwasi songui leni parker faber dewar brent skagford todd van der heyden paul van der heyden neil napier ahmed mekallach raphael groszharvey chad connell mark antony krupa patrick john costello ralph prosper jennifer morehouse martin thibaudeau simon gouveia richard bradshaw frank cavallaro lori graham barry morgan andrew peplowski timothy f sargeant tarah schwartz dan duran david haydnjones janette luu tammie sutherland seamus oregan lauren sanchez chris schauble brooke anderson ben mankiewicz john hans tester michel gregory dagenais warona setshwaelo schezaad ausman patrick barbeau steve barry karen belfo dan bingham line boutin shawn campbell colby chartrand kren clausen stéphane dargis benjamin dawleyanderson karl dorcin kevin frame mario geoffrey frédéric gilles jesse gomola jason gosbee marc gourdeau charles jarman patrick kerton joey klein max laferriere tristan d lalla nina lauren john macdonald serge martineau peter miller alain moussi mizinga mwinga simon northwood griffin oconnor louis paquette laurean adrian parau stephan parent lindsay owen pierre benoit priest marc primeau diezel ramos shiva safari darryl scheelar dan shea mélanie simard mélodie simard maurizio terrazzano holden wong
3373,the big year,0.7948717948717956,2011-10-14,0.5822784810126581,0.016124262650073364,100,usa canada,comedy,david frankel,john cleese jack black zahf paroo stacey scowley michael karl richards owen wilson rosamund pike steve martin kevin pollak joel mchale jobeth williams paul campbell cindy busby greg kean eva bourne bill dow barry shabaka henley dianne wiest brian dennehy anthony anderson june squibb craig bockhorn jim parsons anjelica huston rashida jones tim blake nelson joey aresco ryan caltagirone al roker christopher mann jan bos kate gajdosik william samples scott patey marci t house michael bean steven weber christopher redman devon weigel andrew wilson gabrielle rose calum worthy doreen ramus terence kelly steve darling jon frankel david lewis kath dugray jesse moss morgan brayton corbin bernsen sheelah megill nate torrence veena sood dee jay jackson calvin lee tshering garie michael q adams tom bulmer jackson handy liv hansen tomas mureika markley rizzi
5315,ging chaat goo si iii chiu kup ging chaat,0.3076923076923066,1996-07-26,0.670886075949367,0.005842853200428952,96,hong kong,action comedy crime,stanley tong,jackie chan michelle yeoh maggie cheung kenneth tsang wah yuen bill tung josephine koo kelvin wong philip chan ken lo lieh lo wai shum yisheng han sze tsuen wai wailun tuan wong yue man chiming lau waiman tam stone chan burt kwouk mars kim penn burton sharp john wakefield mingsing wong
615,zoolander,0.5384615384615401,2001-09-28,0.6329113924050631,0.10723901679467693,90,english,comedy,ben stiller,ben stiller owen wilson christine taylor will ferrell milla jovovich jerry stiller david duchovny jon voight judah friedlander nathan lee graham alexandre manning asio highsmith alexander skarsgård donald trump christian slater tom ford cuba gooding jr steve kmetko tommy hilfiger natalie portman fabio lenny kravitz gwen stefani heidi klum mark ronson paris hilton david bowie tyson beckford fred durst lance bass lil kim garry shandling claudia schiffer veronica webb lukas haas carmen kass frankie rayder scott strasbaugh pauly j matt levin kroc justin theroux stevie d andy dick woodrow w asai andrew wilson vikram chatwal kashana jonah luber michael mcalpin eve salvail shavo odadjian eliot johnson richard gladys amy stiller john vargas jennifer coolidge tony kanal endre hules nora dunn ric pipino jerry stahl jennifer mccomb johann urb luc commeret herb lieberz zoya colin mcnish darren copeland richard stanley shabazz ray rohan quine svetlana eric winzenried charles l brame james marsden rudy segura randall slavin patton oswalt irina pantaeva stan chu ming ho kum theo kogan lam bor angel 1111 luther creek dechen thurman kenny max david pressman godfrey taj crown richie rich king frederic fekkai kevyn aucoin boris kachscovsky mitch winston mason webb alexa nikolas heidi albertsen akiko ashley elizabeth bank victoria beckham shawna bermender sandra bernhard jennifer r blake malan breton dave brockie kristen bronson autumn leigh brown emma bunton tina casciani cher cosenza balsac the jaws of death stephen dorff jennifer dorogi kristen fick eric floyd jaime gallagher frederik garlên kristen hagen taylor gerard hart ethan higbee slymenstra hymen karl lagerfeld klara landrat gregory j lucas kala mandrake gregori j martin flattus maximus anne meara beefcake the mighty alexandria morrow paulo pascoal guy perry amanda pham lisa ann phillips gavin rossdale winona ryder mauricio sanchez kevin squires melania trump jeff van atta rolando j vargas vince vaughn donatella versace craig welzbacher billy zane
210,watchmen,0.7435897435897445,2009-03-06,0.7594936708860758,0.2135683199634422,162,usa,action drama mystery,zack snyder,malin akerman billy crudup matthew goode jackie earle haley jeffrey dean morgan patrick wilson carla gugino matt frewer stephen mchattie laura mennell rob labelle gary houston james m connor mary ann burger john shaw robert wisden jerry wasserman don thompson frank novak sean allan garry chalk ron fassler stephanie belding michael kopsa william s taylor chris burns malcolm scott danny wattley nhi do walter addison keith martin gordey david mackay fulvio cecere ted cole mark acheson john destry chris gauthier l harvey gold jay brazeau jesse reid manoj sood dan payne niall matter apollonia vanova glenn ennis darryl scheelar clint carleton mike carpenter leah gibson brett stimely carrie genzel greg travis greg armstrongmorris andrew colthart bruce crawford sal sortino eli snyder lori watt tony bardach john kobylka carmen lavigne jr killigrew steven stojkovic martin reiss frank cassini john r taylor tara frederick daryl shuttleworth jaryd heidrick ron chartier carly bentall matt drake haley guiel sonya salomaa tyler mcclendon salli saffioti neil schell michael eklund deborah finkel louis chirillo marsha regis patrick sabongui john tench santo lombardo jason schombing darren shahlavi marshall virtue colin lawrence chris weber alessandro juliani alison araya sahar biniaz matthew harrison bernadeta wrobel youri obryvtchenko heidi iro kit koon parm soor cristina menz lynn colliar tony ali katie bennison ian farthing calvin lee alexander mandra isabelle champeau ashley oconnell mark gash suzanne e smith agam darshi tom mcbeath kevin mcnulty mark docherty clay st thomas dale wolfe ken tremblett dawn chubai manuelita kinsey tamara stanners sahara davis greig hospes dave hospes ali dunn jeffrey flieler kurt evans sylvesta stuart terence kelly mijung lee ted friend tiffany burns michael adamthwaite luke burnyeat damon caro douglas chapman trevor coppola dave cote sayla de goede clay enos gary a hecker andres markwart ed metzger yoosik oum kennith overbey zack snyder sylvester stallone michael stevens danny woodburn
8578,i cant think straight,0.7179487179487154,2008-11-01,0.6202531645569619,0.0008156863777554098,82,uk,drama romance,shamim sarif,lisa ray sheetal sheth antonia frering dalip tahil nina wadia ernest ignatius siddiqua akhtar amber rose revah anya lahiri kimberly jaraj sam vincenti rez kempton darwin shaw george tardios ishwar maharaj gabrielle amies jessica allsop orly jaraj antoinette claessens hanan kattan ian mann steve motion jay karik dipti patel nina hautumm cuba dan balcaban brij patel ari gill karen frank ethan sarifkattan leonie casanova sandra watfa alastair hepher jess imerman louise mcmanus shamim sarif luca sarifkattan rebecca james daniel jefferson christina neferis
5759,their finest,0.9230769230769269,2017-04-07,0.6582278481012657,0.004742734397000906,117,uk sweden,comedy drama romance,lone scherfig,sam claflin gemma arterton nicholas murchie richard e grant henry goodman rachael stirling jack huston bill nighy amanda root patrick gibson darren clarke ed birch lissa evans richard bevan gaby chiappe amanda fairbankhynes lily knight francesca knight bella ava georgiou alfie stewart mossie smith jay simpson paul ritter eddie marsan frances jeater claudia jessie stephanie hyam richard syms natalia ryumina helen mccrory rebecca saire jeremy irons jake lacy miles richardson gordon brown julia lewis liliana gane hubert burton michael marcus stephen boswell feline allentoft ellie haddington florence woolley joanna brookes patrick osborne nell barlow letty butler steve carroll emma cunniffe kathleen harrison kornelia horvath katie jackson cathy murphy hugh obrien clive russell lee whitlock
8148,the beautician and the beast,0.4358974358974379,1997-02-07,0.4810126582278481,0.0011546546073586666,105,english,comedy romance,ken kwapis,fran drescher timothy dalton ian mcneice patrick malahide lisa jakub michael lerner phyllis newman heather deloach adam lavorgna kyle wilkerson tyler wilkerson timothy dowling michael immel tonya watts tamara mello celeste russi daniel escobar billy brown jorge noa carmela rappazzo clyde wrenn earl carroll vincent schiavelli marianne muellerleile sparkle ed cambridge todd graff gene chronopoulos david shackelford michael horton jane jenkins zdenek vencl václav legner leon silver stephen marcus marshal silverman dana bednarova michael cella dave ulrich sharice zulo
9513,mon meilleur ami,0.6666666666666643,2007-08-03,0.6455696202531644,0.00020497940098061036,94,france,comedy,patrice leconte,daniel auteuil dany boon julie gayet julie durand jacques mathou marie pillet elizabeth bourgine henri garcin jacques spiesser philippe du janerand fabienne chaudat jeanfrançois kopf alain rimoux marc faure éric frey etienne draber éric naggar anne le ny pierre aussedat audrey marnay andrée damant isabelle spade alain choquet jeanluc mimault marie mergey sylvie herbert omar bekhaled zoon besse jeanclaude bollereddat patrice bornand christian gazio rosine young cyril couton nicky marbot yvon martin jeupeu caroline frank eric grandin brigitte defrance serge faliu jeanpierre foucault marine laporte titouan laporte
3078,the cove,0.7435897435897445,2009-08-07,0.860759493670886,0.018824255080879888,92,usa,documentary crime,louie psihoyos,richard obarry louie psihoyos hardy jones michael illiff joji morishita ian campbell paul watson doug demaster dave rastovich charles hambleton hayato sakurai kazutaka sangen simon hutchins joe chisholm mandyrae cruikshank kirk krack roger payne hideki moronuki dan goodman tetsuya endo c scott baker brook aitken john potter john fuller atherton martin deborah bassett steven barilotti shannon sol carroll howie cooke james cox hannah fraser peter heller justin krumb chris lane andrew lucas karlee mackie owen j newcomb jeff pantukhoff karina petroni james pribham seamon kuni takanami angie davis james triglone lesley vogel isabel lucas hayden panettiere greg moondog mooney hans peter roth
4413,dirty dancing havana nights,0.6153846153846132,2004-02-27,0.5569620253164556,0.009359472281472447,86,usa,drama music romance,guy ferland,diego luna romola garai sela ward john slattery jonathan jackson january jones mika boorem rené lavan mya polly cole chris engen tommy kavelin wilmer cordero charlie rodriguez donato poveda marisol padilla sánchez shawn kane richard e lange david rittenhouse heather headley debbie casteneda luis gonzaga ricardo alvarez cesar detres yessenia benavides patrick swayze joann fregalette jansen modesto lacen alia maria alvarez angélica aragón diego alvarez mary portser lawrence duffy jerry d medina ángel cucco peña guillermo de cun freddi de arcé yvonne caro caro matt birman ashley l anderson luis salgado miranda garrison allen walls robert hoffman luis jose lopez sorely muentes ariel orama oskar rodriguez claudia salinas rudy zalez javier bellido cintron tiffany díaz melissa rivera
7426,lucky numbers,0.512820512820511,2000-10-27,0.430379746835443,0.0018603291047712715,105,english,comedy crime,nora ephron,john travolta lisa kudrow tim roth ed oneill michael rapaport daryl mitchell bill pullman richard schiff michael moore sam mcmurray michael weston maria bamford caroline aaron john f odonohue colin mochrie nick loren jake fritz emmy laybourne ken jenkins andrea walters denalda williams ginger williams craig lally andy siegel frank riccardi jr carole androsky pat jordan scott mosenson dawn mcmillan katrina law kim stutzman susan r ewing nancy hopewell carmen ashby chris palmer margaret travolta toya a brown tony carreiro stephanie erb alfonso gomezrejon jj sacha etty lau lindsley allen kelly devine tomasina parrott tracy phillips kiva dawson floyd peterson lisa boyle trevor coppola monet cunningham david c fisher nina hodoruk david hutchison taylormorgan lewis george meyers tom miller francesco scorsone joseph j dawson steven paul zsenyuk
3001,executive decision,0.4102564102564088,1996-03-15,0.6075949367088607,0.019568950886277334,133,english,action adventure thriller,stuart baird,kurt russell steven seagal halle berry john leguizamo oliver platt joe morton david suchet bd wong len cariou whip hubley andreas katsulas mary ellen trainor marla maples jt walsh ingo neuhaus william james jones paul collins nicholas pryor stanley grover eugene roche ken jenkins charles hallahan dey young richard riehle robert apisa granville hatcher christopher maher jay tavare ahmed ahmed shaun toub majed ibrahim jon huertas joey naber ray baker michael milhoan julie wright sunni boswell gregg artz will schaub yvonne zima marianne muellerleile brad blaisdell don fischer john rixey moore warren munson lance august maggie egan james c victor tim kelleher david birznieks paul bollen nick jameson juan fernández todd jeffries joe cook ilia volok blair valk joseph makkar damon lee magdalene st michaels robert londberg edmond brown michelle boudreau kurt kohler anna carolina alvim greg bronson monica huntington jaime irizarry casey lowe dana schick scott d stewart
898,fantastic beasts the crimes of grindelwald,0.974358974358978,2018-11-16,0.6329113924050631,0.08067349837309354,134,uk usa,adventure family fantasy,david yates,johnny depp kevin guthrie carmen ejogo wolf roth eddie redmayne zoë kravitz callum turner derek riddell cornell john ezra miller ingvar sigurdsson poppy corbytuech andrew turner maja bloom simon meacock david sakurai claudius peters bart soroczynski jude law victoria yeates dan fogler alison sudol katherine waterston alfie mailley claudia kim ólafur darri ólafsson william nadylam david wilmot ed gaughan olivia popica danielle hugues isaac cortinovis johnson alfie simmons fiona glascott jamie campbell bower toby regbo jemima woolnough hollie burgess thea lamb joshua shea alfrun rose brontis jodorowsky jessica williams olwen fouéré isaura barbébrown hugh quarshie isaac domingos keith chanter ruby woolfenden linda santiago christopher birks simon wan ishola akanni deepak anand david barton pierre bergman muireann bird andrew blackall annarie boor fares boulos marco brown tahir burhan christine callaghan david charlescully ana cilas al clark michael cobb sean coleman oliver conte tiziana coste matthew cox silvia crastan grant crookes sabine crossen tom dab stuart daly nick davison sarahjane de crespigny fleur de wit olga docheva nick donald olga drobik chris eccles adam ewan ella fab iulia filipovscaia alexandra ford callum forman jan freygang david gambier charline garnier robin george sade giliberti sean gislingham adrian grant charlene griffith david guerrero ryan hannaford liv hansen sarah sayuri hare michael haydon paul hedley nicholle hembra aykut hilmi phil hodges tony hood ruth horrocks ty hurley lana ishmuhametova nasir jama natalie lauren kamil lemieszewski marek lichtenberg devlin lloyd marco mastrocola stephen mcdade robert mclanachan ker milan deano mitchison adrian mozzi jamie munsey hugh obrien jeremy oliver rick osman nick owenford jag patel donna preston richard price jason redshaw mario romano israel ruiz mark ryder daniel ryves bernardo santos susanne schraps kirstie shannon dave simon joakim skarli daryl smithwightman clem so george stocks daisy stone andy summers chloé swan alisha tarran johanna thea morrison thomas daniela tlumacova matt truman nicki vickery adrian wheeler rufus white sean white ryan wiseman connor wolf
1095,the ghost writer,0.7692307692307736,2010-03-19,0.7088607594936708,0.06768034308662307,128,france germany uk,drama mystery thriller,roman polanski,ewan mcgregor jon bernthal tim preece jim belushi timothy hutton anna botting yvonne tomlinson milton welsh alister mazzotti tim faraday kim cattrall kate copeland soogi kang lee hong thay olivia williams pierce brosnan john keogh hanspeter sussner stuart austen marianne graffam morgane polanski andy güting robert wallhöfer glenn conroy robert seeliger david rintoul clayton nemrow julia kratz nyasha hatendi daphne alexander angelique fernandez anne wittman robert pugh michael s ruscheinsky eli wallach mo asumang sylke ferber tom wilkinson desirée erasmus errol shaker errol trotmanharewood talin lopez joel kirby regine hentschel jeff burrell daniel sutton eben young jaymes butler nicky baker fred aaron blake nathalie griffin claudina hoff ter heide martin hentschel jim hughson iris karina alexander lammers karl w lohninger james mcneill susanne menner cecilia pillado julian fm stoeckel
459,lucky number slevin,0.6666666666666643,2006-04-07,0.7721518987341771,0.13364562916687628,110,germany uk usa canada,crime drama mystery,paul mcguigan,josh hartnett bruce willis lucy liu morgan freeman ben kingsley michael rubenfeld peter outerbridge stanley tucci kevin chamberlin dorian missick mykelti williamson scott gibson daniel kash dmitry chepovetsky sam jaeger danny aiello oliver davis corey stoll howard jerome jd jackson jennifer miller sebastien roberts robert forster shira leigh janet lane nicholas rice bernard kay sam stone darren marsman gerry mendicino diego klattenhoff rick bramucci rami posner steve lucescu victoria barkoff victoria fodor kwasi songui barbara barneshopkins alvin powell judy sinclair david wajcman sacha sojic bobby brown frank salive pascal anctil matthew g taylor
